component,cosine_score,EdgeAnnotation,EdgeScore,EdgeType,explained_intensity,interaction,mass_difference,name,node1,node2,property1,selected,shared interaction,shared name
-1,0.9631,,0.9631,Cosine,15829,-,18.003,16718 (-) 15829,15829,16718,15829,FALSE,-,16718 (-) 15829
-1,0.9607,,0.9607,Cosine,16718,-,-0.039,16718 (-) 29463,16718,29463,16718,FALSE,-,16718 (-) 29463
-1,0.9222,,0.9222,Cosine,16718,-,-7.036,16718 (-) 30342,16718,30342,16718,FALSE,-,16718 (-) 30342
-1,0.9309,,0.9309,Cosine,16718,-,-7.036,16718 (-) 29360,16718,29360,16718,FALSE,-,16718 (-) 29360
-1,0.9217,,0.9217,Cosine,16718,-,-9.049,16718 (-) 27738,16718,27738,16718,FALSE,-,16718 (-) 27738
-1,0.926,,0.926,Cosine,16718,-,-8.043,16718 (-) 28107,16718,28107,16718,FALSE,-,16718 (-) 28107
-1,0.8983,,0.8983,Cosine,16718,-,-9.047,16718 (-) 30019,16718,30019,16718,FALSE,-,16718 (-) 30019
-1,0.9687,,0.9687,Cosine,16718,-,0.008,16718 (-) 30679,16718,30679,16718,FALSE,-,16718 (-) 30679
-1,0.9775,,0.9775,Cosine,14695,-,-0.007,16718 (-) 14695,14695,16718,14695,FALSE,-,16718 (-) 14695
-1,0.9313,H2N3:C2H4O,0.9313,Cosine,45679,-,44.026,45727 (-) 45679,45679,45727,45679,FALSE,-,45727 (-) 45679
-1,0.8978,C2H4,0.8978,Cosine,48056,-,-28.031,48056 (-) 50062,48056,50062,48056,FALSE,-,48056 (-) 50062
-1,0.911,,0.911,Cosine,47587,-,132.079,48056 (-) 47587,47587,48056,47587,FALSE,-,48056 (-) 47587
-1,0.9478,,0.9478,Cosine,47656,-,88.053,48056 (-) 47656,47656,48056,47656,FALSE,-,48056 (-) 47656
-1,0.8758,H5N4:C2H7NO,0.8758,Cosine,47924,-,-61.053,48056 (-) 47924,47924,48056,47924,FALSE,-,48056 (-) 47924
-1,0.933,methanol (-H2O):CH2,0.933,Cosine,48056,-,-14.016,48056 (-) 49179,48056,49179,48056,FALSE,-,48056 (-) 49179
-1,0.9591,H2N3:C2H4O,0.9591,Cosine,47759,-,44.026,48056 (-) 47759,47759,48056,47759,FALSE,-,48056 (-) 47759
-1,0.8875,H2N3:C2H4O,0.8875,Cosine,47766,-,-44.026,48056 (-) 47766,47766,48056,47766,FALSE,-,48056 (-) 47766
-1,0.8714,,0.8714,Cosine,47874,-,-88.053,48056 (-) 47874,47874,48056,47874,FALSE,-,48056 (-) 47874
-1,0.922,,0.922,Cosine,55413,-,0,55451 (-) 55413,55413,55451,55413,FALSE,-,55451 (-) 55413
-1,1,,1,Cosine,1,-,0,20731 (-) 20731,20731,20731,1,FALSE,-,20731 (-) 20731
-1,0.7835,,0.7835,Cosine,13953,-,-12.036,13953 (-) 33892,13953,33892,13953,FALSE,-,13953 (-) 33892
-1,0.7857,,0.7857,Cosine,835,-,19.954,13953 (-) 835,835,13953,835,FALSE,-,13953 (-) 835
-1,0.846,,0.846,Cosine,808,-,-24.073,13953 (-) 808,808,13953,808,FALSE,-,13953 (-) 808
-1,0.9435,CH4N3:C3H6O,0.9435,Cosine,2816,-,-58.042,5256 (-) 2816,2816,5256,2816,FALSE,-,5256 (-) 2816
-1,0.7687,HN2O3:C5HO,0.7687,Cosine,5256,-,-77,5256 (-) 7239,5256,7239,5256,FALSE,-,5256 (-) 7239
-1,1,,1,Cosine,1,-,0,3773 (-) 3773,3773,3773,1,FALSE,-,3773 (-) 3773
-1,1,,1,Cosine,1,-,0,47194 (-) 47194,47194,47194,1,FALSE,-,47194 (-) 47194
-1,0.8051,H2,0.8051,Cosine,2132,-,-2.016,2132 (-) 2651,2132,2651,2132,FALSE,-,2132 (-) 2651
-1,0.7976,CH2N3:C3H4O,0.7976,Cosine,1148,-,-56.026,2132 (-) 1148,1148,2132,1148,FALSE,-,2132 (-) 1148
-1,0.8672,C,0.8672,Cosine,2000,-,-12,4581 (-) 2000,2000,4581,2000,FALSE,-,4581 (-) 2000
-1,1,,1,Cosine,1,-,0,19528 (-) 19528,19528,19528,1,FALSE,-,19528 (-) 19528
-1,1,,1,Cosine,1,-,0,45019 (-) 45019,45019,45019,1,FALSE,-,45019 (-) 45019
-1,0.876,,0.876,Cosine,44175,-,0.029,44175 (-) 44518,44175,44518,44175,FALSE,-,44175 (-) 44518
-1,1,,1,Cosine,1,-,0,11069 (-) 11069,11069,11069,1,FALSE,-,11069 (-) 11069
-1,0.8084,C2H4,0.8084,Cosine,33210,-,28.031,37449 (-) 33210,33210,37449,33210,FALSE,-,37449 (-) 33210
-1,0.78,methanol (-H2O):CH2,0.78,Cosine,37449,-,-14.016,37449 (-) 39045,37449,39045,37449,FALSE,-,37449 (-) 39045
-1,0.9059,C4H10,0.9059,Cosine,51721,-,-58.079,51721 (-) 52116,51721,52116,51721,FALSE,-,51721 (-) 52116
-1,0.9242,CO,0.9242,Cosine,51509,-,-27.995,51721 (-) 51509,51509,51721,51509,FALSE,-,51721 (-) 51509
-1,0.9096,CH2N3O:C3H492,0.9096,Cosine,51684,-,-72.021,51721 (-) 51684,51684,51721,51684,FALSE,-,51721 (-) 51684
-1,0.9319,,0.9319,Cosine,51721,-,13.979,51721 (-) 51912,51721,51912,51721,FALSE,-,51721 (-) 51912
-1,0.9146,H2N3:C2H4O,0.9146,Cosine,51692,-,44.026,51721 (-) 51692,51692,51721,51692,FALSE,-,51721 (-) 51692
-1,1,,1,Cosine,1,-,0,20097 (-) 20097,20097,20097,1,FALSE,-,20097 (-) 20097
-1,0.7123,,0.7123,Cosine,18795,-,59.021,18795 (-) 31948,18795,31948,18795,FALSE,-,18795 (-) 31948
-1,0.8677,,0.8677,Cosine,11034,-,-89.031,18795 (-) 11034,11034,18795,11034,FALSE,-,18795 (-) 11034
-1,0.7198,,0.7198,Cosine,13455,-,-75.016,18795 (-) 13455,13455,18795,13455,FALSE,-,18795 (-) 13455
-1,0.8111,,0.8111,Cosine,18795,-,73.037,18795 (-) 20211,18795,20211,18795,FALSE,-,18795 (-) 20211
-1,0.7394,,0.7394,Cosine,2020,-,-90.015,18795 (-) 2020,2020,18795,2020,FALSE,-,18795 (-) 2020
-1,0.7294,,0.7294,Cosine,8217,-,-48.005,18795 (-) 8217,8217,18795,8217,FALSE,-,18795 (-) 8217
-1,0.7855,,0.7855,Cosine,8642,-,-73.037,18795 (-) 8642,8642,18795,8642,FALSE,-,18795 (-) 8642
-1,0.7667,,0.7667,Cosine,1442,-,-76,18795 (-) 1442,1442,18795,1442,FALSE,-,18795 (-) 1442
-1,0.7619,,0.7619,Cosine,5774,-,-73.036,18795 (-) 5774,5774,18795,5774,FALSE,-,18795 (-) 5774
-1,0.7231,,0.7231,Cosine,15979,-,-59.021,18795 (-) 15979,15979,18795,15979,FALSE,-,18795 (-) 15979
-1,1,,1,Cosine,1,-,0,31554 (-) 31554,31554,31554,1,FALSE,-,31554 (-) 31554
-1,1,,1,Cosine,1,-,0,20846 (-) 20846,20846,20846,1,FALSE,-,20846 (-) 20846
-1,1,,1,Cosine,1,-,0,37493 (-) 37493,37493,37493,1,FALSE,-,37493 (-) 37493
-1,1,,1,Cosine,1,-,0,2891 (-) 2891,2891,2891,1,FALSE,-,2891 (-) 2891
-1,0.9745,,0.9745,Cosine,12301,-,-105.079,12301 (-) 13995,12301,13995,12301,FALSE,-,12301 (-) 13995
-1,0.9705,,0.9705,Cosine,12301,-,0,12301 (-) 13224,12301,13224,12301,FALSE,-,12301 (-) 13224
-1,0.9677,H2N3:C2H4O,0.9677,Cosine,11572,-,-44.026,12301 (-) 11572,11572,12301,11572,FALSE,-,12301 (-) 11572
-1,0.9717,C2H3N2O,0.9717,Cosine,10073,-,-71.026,12301 (-) 10073,10073,12301,10073,FALSE,-,12301 (-) 10073
-1,0.9765,adduct_rel_H_NH4 or NH3,0.9765,Cosine,12301,-,-17.027,12301 (-) 13573,12301,13573,12301,FALSE,-,12301 (-) 13573
-1,0.9701,,0.9701,Cosine,8979,-,-115.052,12301 (-) 8979,8979,12301,8979,FALSE,-,12301 (-) 8979
-1,0.9777,adduct_rel_H_NH4 or NH3,0.9777,Cosine,11407,-,17.026,12301 (-) 11407,11407,12301,11407,FALSE,-,12301 (-) 11407
-1,0.9732,H5N4:C2H7NO,0.9732,Cosine,12264,-,61.053,12301 (-) 12264,12264,12301,12264,FALSE,-,12301 (-) 12264
-1,0.9739,H5N4:C2H7NO,0.9739,Cosine,12301,-,-61.053,12301 (-) 14522,12301,14522,12301,FALSE,-,12301 (-) 14522
-1,0.9709,,0.9709,Cosine,10496,-,-27,12301 (-) 10496,10496,12301,10496,FALSE,-,12301 (-) 10496
-1,0.7972,adduct_rel_H_NH4 or NH3,0.7972,Cosine,2197,-,-17.026,2197 (-) 2315,2197,2315,2197,FALSE,-,2197 (-) 2315
-1,0.7029,H2,0.7029,Cosine,2197,-,2.016,2197 (-) 2644,2197,2644,2197,FALSE,-,2197 (-) 2644
-1,1,,1,Cosine,1,-,0,40746 (-) 40746,40746,40746,1,FALSE,-,40746 (-) 40746
-1,1,,1,Cosine,1,-,0,55077 (-) 55077,55077,55077,1,FALSE,-,55077 (-) 55077
-1,0.8241,isotope_13C,0.8241,Cosine,50665,-,-1.003,50674 (-) 50665,50665,50674,50665,FALSE,-,50674 (-) 50665
-1,0.8514,H2N3:C2H4O,0.8514,Cosine,11625,-,-44.026,12740 (-) 11625,11625,12740,11625,FALSE,-,12740 (-) 11625
-1,1,,1,Cosine,1,-,0,13831 (-) 13831,13831,13831,1,FALSE,-,13831 (-) 13831
-1,0.978,,0.978,Cosine,10841,-,-88.052,14799 (-) 10841,10841,14799,10841,FALSE,-,14799 (-) 10841
-1,0.9749,,0.9749,Cosine,14799,-,-88.053,14799 (-) 16877,14799,16877,14799,FALSE,-,14799 (-) 16877
-1,0.9821,,0.9821,Cosine,13495,-,-88.052,14799 (-) 13495,13495,14799,13495,FALSE,-,14799 (-) 13495
-1,0.9786,H2N3:C2H4O,0.9786,Cosine,13188,-,44.027,14799 (-) 13188,13188,14799,13188,FALSE,-,14799 (-) 13188
-1,0.9784,H2N3:C2H4O,0.9784,Cosine,12473,-,-44.026,14799 (-) 12473,12473,14799,12473,FALSE,-,14799 (-) 12473
-1,0.9808,,0.9808,Cosine,12255,-,0,14799 (-) 12255,12255,14799,12255,FALSE,-,14799 (-) 12255
-1,0.9793,H2N3:C2H4O,0.9793,Cosine,13736,-,-44.026,14799 (-) 13736,13736,14799,13736,FALSE,-,14799 (-) 13736
-1,0.9748,C2H3N2O,0.9748,Cosine,12766,-,-71.026,14799 (-) 12766,12766,14799,12766,FALSE,-,14799 (-) 12766
-1,0.8819,,0.8819,Cosine,55101,-,2.998,55101 (-) 55321,55101,55321,55101,FALSE,-,55101 (-) 55321
-1,0.7774,methanol (-H2O):CH2,0.7774,Cosine,1125,-,-14.016,1125 (-) 2393,1125,2393,1125,FALSE,-,1125 (-) 2393
-1,0.9317,,0.9317,Cosine,47509,-,116.069,49759 (-) 47509,47509,49759,47509,FALSE,-,49759 (-) 47509
-1,0.9719,H2N3:C2H4O,0.9719,Cosine,49759,-,44.026,49759 (-) 49877,49759,49877,49759,FALSE,-,49759 (-) 49877
-1,0.9473,,0.9473,Cosine,49759,-,132.079,49759 (-) 49995,49759,49995,49759,FALSE,-,49759 (-) 49995
-1,0.9292,,0.9292,Cosine,49487,-,132.079,49759 (-) 49487,49487,49759,49487,FALSE,-,49759 (-) 49487
-1,0.9419,,0.9419,Cosine,49569,-,88.052,49759 (-) 49569,49569,49759,49569,FALSE,-,49759 (-) 49569
-1,0.9727,H2N3:C2H4O,0.9727,Cosine,49699,-,44.026,49759 (-) 49699,49699,49759,49699,FALSE,-,49759 (-) 49699
-1,0.9403,,0.9403,Cosine,47921,-,-104.062,49759 (-) 47921,47921,49759,47921,FALSE,-,49759 (-) 47921
-1,0.9449,,0.9449,Cosine,15214,-,0,23282 (-) 15214,15214,23282,15214,FALSE,-,23282 (-) 15214
-1,0.9538,,0.9538,Cosine,19378,-,0,23282 (-) 19378,19378,23282,19378,FALSE,-,23282 (-) 19378
-1,0.886,methanol (-H2O):CH2,0.886,Cosine,13118,-,14.016,13118 (-) 14504,13118,14504,13118,FALSE,-,13118 (-) 14504
-1,0.9353,methanol (-H2O):CH2,0.9353,Cosine,6918,-,-14.016,13118 (-) 6918,6918,13118,6918,FALSE,-,13118 (-) 6918
-1,0.7529,methanol (-H2O):CH2,0.7529,Cosine,43,-,-14.016,13118 (-) 43,43,13118,43,FALSE,-,13118 (-) 43
-1,0.8239,methanol (-H2O):CH2,0.8239,Cosine,13118,-,14.016,13118 (-) 18984,13118,18984,13118,FALSE,-,13118 (-) 18984
-1,0.9637,,0.9637,Cosine,13118,-,0,13118 (-) 16142,13118,16142,13118,FALSE,-,13118 (-) 16142
-1,0.7414,methanol (-H2O):CH2,0.7414,Cosine,12064,-,-14.016,13118 (-) 12064,12064,13118,12064,FALSE,-,13118 (-) 12064
-1,0.7936,methanol (-H2O):CH2,0.7936,Cosine,10160,-,-14.016,13118 (-) 10160,10160,13118,10160,FALSE,-,13118 (-) 10160
-1,1,,1,Cosine,1,-,0,36117 (-) 36117,36117,36117,1,FALSE,-,36117 (-) 36117
-1,0.9285,,0.9285,Cosine,51990,-,222.056,51990 (-) 52039,51990,52039,51990,FALSE,-,51990 (-) 52039
-1,0.9456,,0.9456,Cosine,51990,-,0,51990 (-) 52523,51990,52523,51990,FALSE,-,51990 (-) 52523
-1,0.9229,CH2N2O2:C6H2:H2N40:C2H4NO2,0.9229,Cosine,51990,-,74.019,51990 (-) 54884,51990,54884,51990,FALSE,-,51990 (-) 54884
-1,0.9607,,0.9607,Cosine,51537,-,0,51990 (-) 51537,51537,51990,51537,FALSE,-,51990 (-) 51537
-1,0.9624,,0.9624,Cosine,51990,-,0,51990 (-) 54882,51990,54882,51990,FALSE,-,51990 (-) 54882
-1,0.9612,,0.9612,Cosine,51844,-,0,51990 (-) 51844,51844,51990,51844,FALSE,-,51990 (-) 51844
-1,0.9603,,0.9603,Cosine,51109,-,0,51990 (-) 51109,51109,51990,51109,FALSE,-,51990 (-) 51109
-1,0.9262,CH2N2O2:C6H2:H2N40:C2H4NO2,0.9262,Cosine,51273,-,-74.019,51990 (-) 51273,51273,51990,51273,FALSE,-,51990 (-) 51273
-1,0.9223,CH2N2O2:C6H2:H2N40:C2H4NO2,0.9223,Cosine,51990,-,74.019,51990 (-) 54370,51990,54370,51990,FALSE,-,51990 (-) 54370
-1,0.9348,,0.9348,Cosine,49872,-,0,51990 (-) 49872,49872,51990,49872,FALSE,-,51990 (-) 49872
-1,1,,1,Cosine,1,-,0,45543 (-) 45543,45543,45543,1,FALSE,-,45543 (-) 45543
-1,0.9679,,0.9679,Cosine,6386,-,0,8162 (-) 6386,6386,8162,6386,FALSE,-,8162 (-) 6386
-1,0.9133,,0.9133,Cosine,8162,-,0,8162 (-) 16249,8162,16249,8162,FALSE,-,8162 (-) 16249
-1,0.9118,,0.9118,Cosine,8162,-,0,8162 (-) 12553,8162,12553,8162,FALSE,-,8162 (-) 12553
-1,0.9075,,0.9075,Cosine,8162,-,0,8162 (-) 24810,8162,24810,8162,FALSE,-,8162 (-) 24810
-1,1,,1,Cosine,1,-,0,41857 (-) 41857,41857,41857,1,FALSE,-,41857 (-) 41857
-1,1,,1,Cosine,1,-,0,31813 (-) 31813,31813,31813,1,FALSE,-,31813 (-) 31813
-1,1,,1,Cosine,1,-,0,10884 (-) 10884,10884,10884,1,FALSE,-,10884 (-) 10884
-1,0.9482,,0.9482,Cosine,15915,-,0,15915 (-) 19672,15915,19672,15915,FALSE,-,15915 (-) 19672
-1,0.82,C6H4,0.82,Cosine,14007,-,-76.031,14007 (-) 43478,14007,43478,14007,FALSE,-,14007 (-) 43478
-1,0.8157,adduct_rel_H_NH4 or NH3,0.8157,Cosine,12810,-,-17.026,14007 (-) 12810,12810,14007,12810,FALSE,-,14007 (-) 12810
-1,0.8054,NH3<->OH,0.8054,Cosine,14007,-,-0.984,14007 (-) 32386,14007,32386,14007,FALSE,-,14007 (-) 32386
-1,1,,1,Cosine,1,-,0,9747 (-) 9747,9747,9747,1,FALSE,-,9747 (-) 9747
-1,0.7307,,0.7307,Cosine,5481,-,-44.022,7319 (-) 5481,5481,7319,5481,FALSE,-,7319 (-) 5481
-1,0.8137,,0.8137,Cosine,52002,-,-148.038,52002 (-) 53796,52002,53796,52002,FALSE,-,52002 (-) 53796
-1,0.7112,,0.7112,Cosine,52002,-,-296.075,52002 (-) 54279,52002,54279,52002,FALSE,-,52002 (-) 54279
-1,0.814,H2O,0.814,Cosine,52002,-,18.011,52002 (-) 54876,52002,54876,52002,FALSE,-,52002 (-) 54876
-1,0.7183,CN2O:N4:C2H2NO,0.7183,Cosine,52002,-,-56.008,52002 (-) 54229,52002,54229,52002,FALSE,-,52002 (-) 54229
-1,0.9054,C6H2:H2N40:C2H4NO2,0.9054,Cosine,52002,-,-74.019,52002 (-) 52684,52002,52684,52002,FALSE,-,52002 (-) 52684
-1,1,,1,Cosine,1,-,0,38369 (-) 38369,38369,38369,1,FALSE,-,38369 (-) 38369
-1,1,,1,Cosine,1,-,0,11477 (-) 11477,11477,11477,1,FALSE,-,11477 (-) 11477
-1,1,,1,Cosine,1,-,0,7864 (-) 7864,7864,7864,1,FALSE,-,7864 (-) 7864
-1,0.8691,adduct_rel_H_NH4 or NH3,0.8691,Cosine,25627,-,-17.026,25795 (-) 25627,25627,25795,25627,FALSE,-,25795 (-) 25627
-1,1,,1,Cosine,1,-,0,36605 (-) 36605,36605,36605,1,FALSE,-,36605 (-) 36605
-1,0.835,,0.835,Cosine,12863,-,0,14566 (-) 12863,12863,14566,12863,FALSE,-,14566 (-) 12863
-1,1,,1,Cosine,1,-,0,23842 (-) 23842,23842,23842,1,FALSE,-,23842 (-) 23842
-1,0.9404,C3H6,0.9404,Cosine,31910,-,-42.047,43538 (-) 31910,31910,43538,31910,FALSE,-,43538 (-) 31910
-1,0.9022,,0.9022,Cosine,30214,-,-118.1,43538 (-) 30214,30214,43538,30214,FALSE,-,43538 (-) 30214
-1,0.9211,,0.9211,Cosine,19125,-,-118.098,43538 (-) 19125,19125,43538,19125,FALSE,-,43538 (-) 19125
-1,0.9186,,0.9186,Cosine,29394,-,-118.099,43538 (-) 29394,29394,43538,29394,FALSE,-,43538 (-) 29394
-1,0.9331,,0.9331,Cosine,31975,-,-12.036,43538 (-) 31975,31975,43538,31975,FALSE,-,43538 (-) 31975
-1,0.9215,C3H6,0.9215,Cosine,33335,-,-42.047,43538 (-) 33335,33335,43538,33335,FALSE,-,43538 (-) 33335
-1,0.932,C3H6,0.932,Cosine,28190,-,-42.047,43538 (-) 28190,28190,43538,28190,FALSE,-,43538 (-) 28190
-1,0.8994,CH4O,0.8994,Cosine,43273,-,32.026,43538 (-) 43273,43273,43538,43273,FALSE,-,43538 (-) 43273
-1,0.8905,,0.8905,Cosine,17794,-,-118.097,43538 (-) 17794,17794,43538,17794,FALSE,-,43538 (-) 17794
-1,0.9668,,0.9668,Cosine,12712,-,0,12712 (-) 15810,12712,15810,12712,FALSE,-,12712 (-) 15810
-1,0.8933,,0.8933,Cosine,12712,-,-204.1,12712 (-) 22822,12712,22822,12712,FALSE,-,12712 (-) 22822
-1,0.8642,,0.8642,Cosine,12712,-,-190.084,12712 (-) 19615,12712,19615,12712,FALSE,-,12712 (-) 19615
-1,0.9193,,0.9193,Cosine,12712,-,-190.084,12712 (-) 21480,12712,21480,12712,FALSE,-,12712 (-) 21480
-1,0.8893,methanol (-H2O):CH2,0.8893,Cosine,8059,-,-14.016,12712 (-) 8059,8059,12712,8059,FALSE,-,12712 (-) 8059
-1,0.8273,methanol (-H2O):CH2,0.8273,Cosine,10023,-,-14.016,12712 (-) 10023,10023,12712,10023,FALSE,-,12712 (-) 10023
-1,0.883,,0.883,Cosine,12712,-,-176.069,12712 (-) 15332,12712,15332,12712,FALSE,-,12712 (-) 15332
-1,0.9039,,0.9039,Cosine,12712,-,-204.099,12712 (-) 25647,12712,25647,12712,FALSE,-,12712 (-) 25647
-1,0.915,,0.915,Cosine,12712,-,-190.084,12712 (-) 15945,12712,15945,12712,FALSE,-,12712 (-) 15945
-1,0.854,,0.854,Cosine,12569,-,176.069,12712 (-) 12569,12569,12712,12569,FALSE,-,12712 (-) 12569
-1,0.8834,,0.8834,Cosine,4728,-,-0.025,5206 (-) 4728,4728,5206,4728,FALSE,-,5206 (-) 4728
-1,0.8292,,0.8292,Cosine,4822,-,-0.073,5206 (-) 4822,4822,5206,4822,FALSE,-,5206 (-) 4822
-1,0.9416,,0.9416,Cosine,35934,-,0,35934 (-) 37092,35934,37092,35934,FALSE,-,35934 (-) 37092
-1,0.9426,,0.9426,Cosine,45082,-,-12.995,45082 (-) 47280,45082,47280,45082,FALSE,-,45082 (-) 47280
-1,0.8059,,0.8059,Cosine,10266,-,-190.121,20066 (-) 10266,10266,20066,10266,FALSE,-,20066 (-) 10266
-1,0.7431,,0.7431,Cosine,11405,-,-234.147,20066 (-) 11405,11405,20066,11405,FALSE,-,20066 (-) 11405
-1,0.7199,,0.7199,Cosine,19388,-,-88.052,20066 (-) 19388,19388,20066,19388,FALSE,-,20066 (-) 19388
-1,0.7712,H2N3:C2H4O,0.7712,Cosine,17604,-,-44.026,20066 (-) 17604,17604,20066,17604,FALSE,-,20066 (-) 17604
-1,0.87,H2N3:C2H4O,0.87,Cosine,19977,-,-44.026,20066 (-) 19977,19977,20066,19977,FALSE,-,20066 (-) 19977
-1,0.7638,,0.7638,Cosine,11987,-,-146.094,20066 (-) 11987,11987,20066,11987,FALSE,-,20066 (-) 11987
-1,0.8361,H2N3:C2H4O,0.8361,Cosine,20066,-,-44.026,20066 (-) 21210,20066,21210,20066,FALSE,-,20066 (-) 21210
-1,0.8984,CH2NO:H2N3:C2H4O:CH4N2,0.8984,Cosine,47069,-,44.026,47142 (-) 47069,47069,47142,47069,FALSE,-,47142 (-) 47069
-1,0.8816,methanol (-H2O):CH2,0.8816,Cosine,44067,-,-14.016,44067 (-) 46849,44067,46849,44067,FALSE,-,44067 (-) 46849
-1,0.88,,0.88,Cosine,52145,-,-0.001,55015 (-) 52145,52145,55015,52145,FALSE,-,55015 (-) 52145
-1,0.9461,,0.9461,Cosine,37883,-,0.036,37925 (-) 37883,37883,37925,37883,FALSE,-,37925 (-) 37883
-1,0.9249,CH2N3O:C3H492,0.9249,Cosine,17988,-,72.021,18223 (-) 17988,17988,18223,17988,FALSE,-,18223 (-) 17988
-1,1,,1,Cosine,1,-,0,12920 (-) 12920,12920,12920,1,FALSE,-,12920 (-) 12920
-1,0.8877,,0.8877,Cosine,23249,-,0,38049 (-) 23249,23249,38049,23249,FALSE,-,38049 (-) 23249
-1,0.8945,,0.8945,Cosine,35616,-,0,38049 (-) 35616,35616,38049,35616,FALSE,-,38049 (-) 35616
-1,1,,1,Cosine,1,-,0,23276 (-) 23276,23276,23276,1,FALSE,-,23276 (-) 23276
-1,0.9334,adduct_rel_H_NH4 or NH3,0.9334,Cosine,51684,-,17.027,51684 (-) 51695,51684,51695,51684,FALSE,-,51684 (-) 51695
-1,0.9199,,0.9199,Cosine,51684,-,-130.1,51684 (-) 52116,51684,52116,51684,FALSE,-,51684 (-) 52116
-1,0.9404,H2N3:C2H4O,0.9404,Cosine,51509,-,44.026,51684 (-) 51509,51509,51684,51509,FALSE,-,51684 (-) 51509
-1,0.9473,CH4N3:C3H6O,0.9473,Cosine,51684,-,-58.042,51684 (-) 51912,51684,51912,51684,FALSE,-,51684 (-) 51912
-1,0.9121,,0.9121,Cosine,51661,-,88.053,51684 (-) 51661,51661,51684,51661,FALSE,-,51684 (-) 51661
-1,0.9245,,0.9245,Cosine,51684,-,3.011,51684 (-) 51839,51684,51839,51684,FALSE,-,51684 (-) 51839
-1,0.9479,,0.9479,Cosine,51638,-,27,51684 (-) 51638,51638,51684,51638,FALSE,-,51684 (-) 51638
-1,0.9445,,0.9445,Cosine,51684,-,-102.068,51684 (-) 51827,51684,51827,51684,FALSE,-,51684 (-) 51827
-1,0.9096,C2H7N,0.9096,Cosine,49950,-,-45.058,51684 (-) 49950,49950,51684,49950,FALSE,-,51684 (-) 49950
-1,0.9541,C2H4,0.9541,Cosine,4123,-,-28.031,4123 (-) 4183,4123,4183,4123,FALSE,-,4123 (-) 4183
-1,0.9386,,0.9386,Cosine,14274,-,0,14274 (-) 18465,14274,18465,14274,FALSE,-,14274 (-) 18465
-1,0.9352,,0.9352,Cosine,14274,-,0,14274 (-) 20781,14274,20781,14274,FALSE,-,14274 (-) 20781
-1,0.9335,,0.9335,Cosine,14274,-,0,14274 (-) 15977,14274,15977,14274,FALSE,-,14274 (-) 15977
-1,1,,1,Cosine,1,-,0,48156 (-) 48156,48156,48156,1,FALSE,-,48156 (-) 48156
-1,0.9392,,0.9392,Cosine,27812,-,0.036,33179 (-) 27812,27812,33179,27812,FALSE,-,33179 (-) 27812
-1,0.9442,,0.9442,Cosine,33179,-,0,33179 (-) 39493,33179,39493,33179,FALSE,-,33179 (-) 39493
-1,0.9429,,0.9429,Cosine,28271,-,0,33179 (-) 28271,28271,33179,28271,FALSE,-,33179 (-) 28271
-1,0.8906,H2N3:C2H4O,0.8906,Cosine,17214,-,-44.026,18021 (-) 17214,17214,18021,17214,FALSE,-,18021 (-) 17214
-1,0.8732,methanol (-H2O):CH2,0.8732,Cosine,15362,-,-14.016,18021 (-) 15362,15362,18021,15362,FALSE,-,18021 (-) 15362
-1,0.8893,,0.8893,Cosine,15725,-,-132.079,18021 (-) 15725,15725,18021,15725,FALSE,-,18021 (-) 15725
-1,0.895,,0.895,Cosine,10329,-,-234.147,18021 (-) 10329,10329,18021,10329,FALSE,-,18021 (-) 10329
-1,0.8711,,0.8711,Cosine,16311,-,-88.052,18021 (-) 16311,16311,18021,16311,FALSE,-,18021 (-) 16311
-1,0.7873,,0.7873,Cosine,53619,-,-0.001,54749 (-) 53619,53619,54749,53619,FALSE,-,54749 (-) 53619
-1,0.968,,0.968,Cosine,28649,-,0,28649 (-) 30385,28649,30385,28649,FALSE,-,28649 (-) 30385
-1,0.7813,,0.7813,Cosine,40107,-,0,40107 (-) 42765,40107,42765,40107,FALSE,-,40107 (-) 42765
-1,1,,1,Cosine,1,-,0,40812 (-) 40812,40812,40812,1,FALSE,-,40812 (-) 40812
-1,1,,1,Cosine,1,-,0,54768 (-) 54768,54768,54768,1,FALSE,-,54768 (-) 54768
-1,1,,1,Cosine,1,-,0,42655 (-) 42655,42655,42655,1,FALSE,-,42655 (-) 42655
-1,0.9426,,0.9426,Cosine,26608,-,0,26608 (-) 31828,26608,31828,26608,FALSE,-,26608 (-) 31828
-1,0.9308,,0.9308,Cosine,25850,-,-0.036,26608 (-) 25850,25850,26608,25850,FALSE,-,26608 (-) 25850
-1,0.9307,,0.9307,Cosine,26608,-,0.036,26608 (-) 27207,26608,27207,26608,FALSE,-,26608 (-) 27207
-1,0.9211,methanol (-H2O):CH2,0.9211,Cosine,26608,-,-14.016,26608 (-) 33661,26608,33661,26608,FALSE,-,26608 (-) 33661
-1,0.9412,,0.9412,Cosine,26608,-,0,26608 (-) 34650,26608,34650,26608,FALSE,-,26608 (-) 34650
-1,0.8512,methanol (-H2O):CH2,0.8512,Cosine,72,-,-14.016,12590 (-) 72,72,12590,72,FALSE,-,12590 (-) 72
-1,0.9636,adduct_rel_H_NH4 or NH3,0.9636,Cosine,6629,-,-17.027,6633 (-) 6629,6629,6633,6629,FALSE,-,6633 (-) 6629
