component,cosine_score,EdgeAnnotation,EdgeScore,EdgeType,explained_intensity,interaction,mass_difference,name,node1,node2,property1,selected,shared interaction,shared name
-1,0.8226,,0.8226,Cosine,3914,-,-65.992,3914 (-) 21868,3914,21868,3914,FALSE,-,3914 (-) 21868
-1,1,,1,Cosine,1,-,0,29401 (-) 29401,29401,29401,1,FALSE,-,29401 (-) 29401
-1,1,,1,Cosine,1,-,0,52439 (-) 52439,52439,52439,1,FALSE,-,52439 (-) 52439
-1,1,,1,Cosine,1,-,0,8045 (-) 8045,8045,8045,1,FALSE,-,8045 (-) 8045
-1,0.9077,CH3NO:H3N3:C2H5O:CH5N2,0.9077,Cosine,23516,-,45.03,23516 (-) 26797,23516,26797,23516,FALSE,-,23516 (-) 26797
-1,0.9069,CH3NO:H3N3:C2H5O:CH5N2,0.9069,Cosine,23516,-,45.03,23516 (-) 31738,23516,31738,23516,FALSE,-,23516 (-) 31738
-1,0.7094,O,0.7094,Cosine,16498,-,15.995,16498 (-) 20840,16498,20840,16498,FALSE,-,16498 (-) 20840
-1,0.9209,,0.9209,Cosine,49469,-,13.979,49469 (-) 49756,49469,49756,49469,FALSE,-,49469 (-) 49756
-1,0.9194,,0.9194,Cosine,45482,-,-246.146,49469 (-) 45482,45482,49469,45482,FALSE,-,49469 (-) 45482
-1,0.8989,CH4N3:C3H6O,0.8989,Cosine,49469,-,-58.042,49469 (-) 50184,49469,50184,49469,FALSE,-,49469 (-) 50184
-1,0.8816,CH4N3:C3H6O,0.8816,Cosine,48680,-,-58.041,49469 (-) 48680,48680,49469,48680,FALSE,-,49469 (-) 48680
-1,0.8952,,0.8952,Cosine,43353,-,-304.188,49469 (-) 43353,43353,49469,43353,FALSE,-,49469 (-) 43353
-1,0.8932,,0.8932,Cosine,48277,-,-130.062,49469 (-) 48277,48277,49469,48277,FALSE,-,49469 (-) 48277
-1,0.9273,,0.9273,Cosine,49469,-,-102.105,49469 (-) 50916,49469,50916,49469,FALSE,-,49469 (-) 50916
-1,0.9013,C3H6,0.9013,Cosine,49469,-,-42.047,49469 (-) 51106,49469,51106,49469,FALSE,-,49469 (-) 51106
-1,0.9264,C3H8,0.9264,Cosine,49469,-,-44.063,49469 (-) 50442,49469,50442,49469,FALSE,-,49469 (-) 50442
-1,0.9108,,0.9108,Cosine,42985,-,-290.209,49469 (-) 42985,42985,49469,42985,FALSE,-,49469 (-) 42985
-1,1,,1,Cosine,1,-,0,28890 (-) 28890,28890,28890,1,FALSE,-,28890 (-) 28890
-1,0.8802,,0.8802,Cosine,14425,-,-15.976,14425 (-) 28836,14425,28836,14425,FALSE,-,14425 (-) 28836
-1,1,,1,Cosine,1,-,0,49373 (-) 49373,49373,49373,1,FALSE,-,49373 (-) 49373
-1,0.9569,NH3<->OH:isotope_13C,0.9569,Cosine,20347,-,-0.994,21612 (-) 20347,20347,21612,20347,FALSE,-,21612 (-) 20347
-1,0.927,CH2O,0.927,Cosine,2957,-,-30.01,2957 (-) 3705,2957,3705,2957,FALSE,-,2957 (-) 3705
-1,0.8629,CH2O,0.8629,Cosine,2957,-,-30.01,2957 (-) 8618,2957,8618,2957,FALSE,-,2957 (-) 8618
-1,0.8786,,0.8786,Cosine,1320,-,0,2957 (-) 1320,1320,2957,1320,FALSE,-,2957 (-) 1320
-1,0.9743,,0.9743,Cosine,2309,-,0,2957 (-) 2309,2309,2957,2309,FALSE,-,2957 (-) 2309
-1,1,,1,Cosine,1,-,0,51882 (-) 51882,51882,51882,1,FALSE,-,51882 (-) 51882
-1,0.8782,H2O,0.8782,Cosine,30863,-,18.01,31789 (-) 30863,30863,31789,30863,FALSE,-,31789 (-) 30863
-1,1,,1,Cosine,1,-,0,2596 (-) 2596,2596,2596,1,FALSE,-,2596 (-) 2596
-1,1,,1,Cosine,1,-,0,28528 (-) 28528,28528,28528,1,FALSE,-,28528 (-) 28528
-1,0.8007,H2N3:C2H4O,0.8007,Cosine,40227,-,44.026,42509 (-) 40227,40227,42509,40227,FALSE,-,42509 (-) 40227
-1,0.7316,,0.7316,Cosine,42509,-,-12.036,42509 (-) 47259,42509,47259,42509,FALSE,-,42509 (-) 47259
-1,0.7377,,0.7377,Cosine,42509,-,-10.021,42509 (-) 46978,42509,46978,42509,FALSE,-,42509 (-) 46978
-1,0.9214,O,0.9214,Cosine,42509,-,15.995,42509 (-) 46375,42509,46375,42509,FALSE,-,42509 (-) 46375
-1,1,,1,Cosine,1,-,0,41633 (-) 41633,41633,41633,1,FALSE,-,41633 (-) 41633
-1,0.7752,,0.7752,Cosine,2521,-,-26.992,2521 (-) 9103,2521,9103,2521,FALSE,-,2521 (-) 9103
-1,0.8727,NH3<->OH,0.8727,Cosine,923,-,-0.984,923 (-) 1240,923,1240,923,FALSE,-,923 (-) 1240
-1,0.8634,,0.8634,Cosine,923,-,-15,923 (-) 2839,923,2839,923,FALSE,-,923 (-) 2839
-1,0.8508,NH3<->OH,0.8508,Cosine,923,-,-0.984,923 (-) 1761,923,1761,923,FALSE,-,923 (-) 1761
-1,0.8895,adduct_rel_H_NH4 or NH3,0.8895,Cosine,923,-,17.027,923 (-) 3281,923,3281,923,FALSE,-,923 (-) 3281
-1,0.7908,adduct_rel_H_NH4 or NH3,0.7908,Cosine,923,-,17.027,923 (-) 5368,923,5368,923,FALSE,-,923 (-) 5368
-1,0.7553,,0.7553,Cosine,13482,-,-8.065,13482 (-) 15227,13482,15227,13482,FALSE,-,13482 (-) 15227
-1,0.7327,adduct_rel_H_Na:Na-H,0.7327,Cosine,13482,-,21.982,13482 (-) 14331,13482,14331,13482,FALSE,-,13482 (-) 14331
-1,0.7299,adduct_rel_H_Na:Na-H,0.7299,Cosine,13482,-,21.982,13482 (-) 13726,13482,13726,13482,FALSE,-,13482 (-) 13726
-1,0.7879,,0.7879,Cosine,13482,-,35.961,13482 (-) 14113,13482,14113,13482,FALSE,-,13482 (-) 14113
-1,0.7038,,0.7038,Cosine,13044,-,22.044,13482 (-) 13044,13044,13482,13044,FALSE,-,13482 (-) 13044
-1,0.7006,,0.7006,Cosine,13482,-,-22.044,13482 (-) 15679,13482,15679,13482,FALSE,-,13482 (-) 15679
-1,1,,1,Cosine,1,-,0,889 (-) 889,889,889,1,FALSE,-,889 (-) 889
-1,1,,1,Cosine,1,-,0,4319 (-) 4319,4319,4319,1,FALSE,-,4319 (-) 4319
-1,0.8582,,0.8582,Cosine,24182,-,0,24182 (-) 25995,24182,25995,24182,FALSE,-,24182 (-) 25995
-1,0.8023,H2,0.8023,Cosine,24182,-,2.016,24182 (-) 27302,24182,27302,24182,FALSE,-,24182 (-) 27302
-1,0.8219,C2H6,0.8219,Cosine,23451,-,30.047,24182 (-) 23451,23451,24182,23451,FALSE,-,24182 (-) 23451
-1,0.7812,H2O,0.7812,Cosine,24182,-,18.011,24182 (-) 33743,24182,33743,24182,FALSE,-,24182 (-) 33743
-1,0.824,methanol (-H2O):CH2,0.824,Cosine,24182,-,-14.016,24182 (-) 32067,24182,32067,24182,FALSE,-,24182 (-) 32067
-1,0.9522,,0.9522,Cosine,28836,-,0.008,29821 (-) 28836,28836,29821,28836,FALSE,-,29821 (-) 28836
-1,0.9749,,0.9749,Cosine,28111,-,0.004,29821 (-) 28111,28111,29821,28111,FALSE,-,29821 (-) 28111
-1,0.9093,,0.9093,Cosine,51557,-,-116.083,51862 (-) 51557,51557,51862,51557,FALSE,-,51862 (-) 51557
-1,0.8715,,0.8715,Cosine,51347,-,-232.167,51862 (-) 51347,51347,51862,51347,FALSE,-,51862 (-) 51347
-1,0.8621,,0.8621,Cosine,51385,-,-174.125,51862 (-) 51385,51385,51862,51385,FALSE,-,51862 (-) 51385
-1,0.8615,,0.8615,Cosine,51112,-,-116.12,51862 (-) 51112,51112,51862,51112,FALSE,-,51862 (-) 51112
-1,0.9188,C2H4NO:CH4N3:C3H6O:C2H6N2,0.9188,Cosine,51784,-,-58.042,51862 (-) 51784,51784,51862,51784,FALSE,-,51862 (-) 51784
-1,0.9371,O,0.9371,Cosine,17774,-,15.995,34326 (-) 17774,17774,34326,17774,FALSE,-,34326 (-) 17774
-1,0.8874,C4H11N,0.8874,Cosine,6696,-,-73.089,34326 (-) 6696,6696,34326,6696,FALSE,-,34326 (-) 6696
-1,0.7679,,0.7679,Cosine,15087,-,-49.983,15087 (-) 23980,15087,23980,15087,FALSE,-,15087 (-) 23980
-1,0.8425,,0.8425,Cosine,15087,-,-49.983,15087 (-) 19327,15087,19327,15087,FALSE,-,15087 (-) 19327
-1,0.8,,0.8,Cosine,15087,-,-49.983,15087 (-) 22529,15087,22529,15087,FALSE,-,15087 (-) 22529
-1,0.8275,,0.8275,Cosine,15087,-,-49.983,15087 (-) 17027,15087,17027,15087,FALSE,-,15087 (-) 17027
-1,0.9495,,0.9495,Cosine,15087,-,0,15087 (-) 17266,15087,17266,15087,FALSE,-,15087 (-) 17266
-1,0.8328,,0.8328,Cosine,13104,-,0,15087 (-) 13104,13104,15087,13104,FALSE,-,15087 (-) 13104
-1,0.8491,,0.8491,Cosine,40435,-,0,43732 (-) 40435,40435,43732,40435,FALSE,-,43732 (-) 40435
-1,0.7613,,0.7613,Cosine,41903,-,0,43732 (-) 41903,41903,43732,41903,FALSE,-,43732 (-) 41903
-1,1,,1,Cosine,1,-,0,8824 (-) 8824,8824,8824,1,FALSE,-,8824 (-) 8824
-1,0.9362,H2O,0.9362,Cosine,11556,-,-18.011,11556 (-) 11740,11556,11740,11556,FALSE,-,11556 (-) 11740
-1,0.8114,methanol (-H2O):CH2,0.8114,Cosine,11507,-,-14.016,11556 (-) 11507,11507,11556,11507,FALSE,-,11556 (-) 11507
-1,0.7194,,0.7194,Cosine,11556,-,-1.979,11556 (-) 31059,11556,31059,11556,FALSE,-,11556 (-) 31059
-1,0.7571,,0.7571,Cosine,11556,-,0,11556 (-) 54875,11556,54875,11556,FALSE,-,11556 (-) 54875
-1,1,,1,Cosine,1,-,0,24399 (-) 24399,24399,24399,1,FALSE,-,24399 (-) 24399
-1,1,,1,Cosine,1,-,0,44187 (-) 44187,44187,44187,1,FALSE,-,44187 (-) 44187
-1,0.9665,,0.9665,Cosine,7377,-,-125.015,7377 (-) 8698,7377,8698,7377,FALSE,-,7377 (-) 8698
-1,0.9867,,0.9867,Cosine,7377,-,0,7377 (-) 8288,7377,8288,7377,FALSE,-,7377 (-) 8288
-1,0.8685,,0.8685,Cosine,43702,-,-12.036,47153 (-) 43702,43702,47153,43702,FALSE,-,47153 (-) 43702
-1,1,,1,Cosine,1,-,0,49323 (-) 49323,49323,49323,1,FALSE,-,49323 (-) 49323
-1,1,,1,Cosine,1,-,0,35243 (-) 35243,35243,35243,1,FALSE,-,35243 (-) 35243
-1,1,,1,Cosine,1,-,0,51818 (-) 51818,51818,51818,1,FALSE,-,51818 (-) 51818
-1,1,,1,Cosine,1,-,0,7322 (-) 7322,7322,7322,1,FALSE,-,7322 (-) 7322
-1,1,,1,Cosine,1,-,0,37328 (-) 37328,37328,37328,1,FALSE,-,37328 (-) 37328
-1,0.7711,,0.7711,Cosine,16596,-,-12.003,16596 (-) 19019,16596,19019,16596,FALSE,-,16596 (-) 19019
-1,0.976,,0.976,Cosine,14547,-,0.003,16596 (-) 14547,14547,16596,14547,FALSE,-,16596 (-) 14547
-1,0.8441,methanol (-H2O):CH2,0.8441,Cosine,16596,-,-14.016,16596 (-) 24188,16596,24188,16596,FALSE,-,16596 (-) 24188
-1,1,,1,Cosine,1,-,0,27489 (-) 27489,27489,27489,1,FALSE,-,27489 (-) 27489
-1,0.7098,,0.7098,Cosine,9172,-,-16.035,15080 (-) 9172,9172,15080,9172,FALSE,-,15080 (-) 9172
-1,0.7781,,0.7781,Cosine,8879,-,-14.02,15080 (-) 8879,8879,15080,8879,FALSE,-,15080 (-) 8879
-1,0.9524,,0.9524,Cosine,48277,-,-116.083,48277 (-) 49756,48277,49756,48277,FALSE,-,48277 (-) 49756
-1,0.9284,,0.9284,Cosine,45482,-,-116.084,48277 (-) 45482,45482,48277,45482,FALSE,-,48277 (-) 45482
-1,0.8947,CH2N3O:C3H492,0.8947,Cosine,48277,-,-72.021,48277 (-) 48680,48277,48680,48277,FALSE,-,48277 (-) 48680
-1,0.8755,,0.8755,Cosine,43353,-,-174.126,48277 (-) 43353,43353,48277,43353,FALSE,-,48277 (-) 43353
-1,0.9175,,0.9175,Cosine,48277,-,-188.104,48277 (-) 50184,48277,50184,48277,FALSE,-,48277 (-) 50184
-1,0.9299,,0.9299,Cosine,48277,-,-232.167,48277 (-) 50916,48277,50916,48277,FALSE,-,48277 (-) 50916
-1,0.8954,,0.8954,Cosine,48277,-,-172.11,48277 (-) 51106,48277,51106,48277,FALSE,-,48277 (-) 51106
-1,0.9499,,0.9499,Cosine,48277,-,-174.125,48277 (-) 50442,48277,50442,48277,FALSE,-,48277 (-) 50442
-1,0.9806,,0.9806,Cosine,10293,-,-88.053,10293 (-) 10550,10293,10550,10293,FALSE,-,10293 (-) 10550
-1,0.9796,,0.9796,Cosine,4823,-,-132.079,10293 (-) 4823,4823,10293,4823,FALSE,-,10293 (-) 4823
-1,0.9786,H2N3:C2H4O,0.9786,Cosine,10293,-,44.026,10293 (-) 10872,10293,10872,10293,FALSE,-,10293 (-) 10872
-1,0.9811,,0.9811,Cosine,8363,-,0,10293 (-) 8363,8363,10293,8363,FALSE,-,10293 (-) 8363
-1,0.9781,,0.9781,Cosine,10293,-,-88.053,10293 (-) 11333,10293,11333,10293,FALSE,-,10293 (-) 11333
-1,0.98,H2N3:C2H4O,0.98,Cosine,9191,-,44.026,10293 (-) 9191,9191,10293,9191,FALSE,-,10293 (-) 9191
-1,0.98,,0.98,Cosine,10293,-,-132.079,10293 (-) 11739,10293,11739,10293,FALSE,-,10293 (-) 11739
-1,0.8074,C2H7N,0.8074,Cosine,4559,-,-45.058,6314 (-) 4559,4559,6314,4559,FALSE,-,6314 (-) 4559
-1,0.8901,,0.8901,Cosine,4872,-,0,6314 (-) 4872,4872,6314,4872,FALSE,-,6314 (-) 4872
-1,0.8368,C2H7N,0.8368,Cosine,4950,-,-45.058,6314 (-) 4950,4950,6314,4950,FALSE,-,6314 (-) 4950
-1,0.8644,,0.8644,Cosine,6314,-,-162.045,6314 (-) 8878,6314,8878,6314,FALSE,-,6314 (-) 8878
-1,0.7181,C2H4,0.7181,Cosine,46847,-,28.031,46847 (-) 48070,46847,48070,46847,FALSE,-,46847 (-) 48070
-1,0.7028,,0.7028,Cosine,46847,-,28.026,46847 (-) 48957,46847,48957,46847,FALSE,-,46847 (-) 48957
-1,1,,1,Cosine,1,-,0,49494 (-) 49494,49494,49494,1,FALSE,-,49494 (-) 49494
-1,1,,1,Cosine,1,-,0,55134 (-) 55134,55134,55134,1,FALSE,-,55134 (-) 55134
-1,0.9116,,0.9116,Cosine,33273,-,0,33273 (-) 36471,33273,36471,33273,FALSE,-,33273 (-) 36471
-1,0.9003,,0.9003,Cosine,33273,-,0,33273 (-) 43055,33273,43055,33273,FALSE,-,33273 (-) 43055
-1,0.9525,,0.9525,Cosine,10572,-,0,12109 (-) 10572,10572,12109,10572,FALSE,-,12109 (-) 10572
-1,0.7415,,0.7415,Cosine,10867,-,0.135,12109 (-) 10867,10867,12109,10867,FALSE,-,12109 (-) 10867
-1,0.9757,,0.9757,Cosine,34179,-,0.036,34179 (-) 35169,34179,35169,34179,FALSE,-,34179 (-) 35169
-1,0.921,,0.921,Cosine,34179,-,0.036,34179 (-) 39177,34179,39177,34179,FALSE,-,34179 (-) 39177
-1,0.9189,,0.9189,Cosine,33350,-,-0.036,34179 (-) 33350,33350,34179,33350,FALSE,-,34179 (-) 33350
-1,0.92,,0.92,Cosine,34179,-,0.036,34179 (-) 38012,34179,38012,34179,FALSE,-,34179 (-) 38012
-1,0.9101,,0.9101,Cosine,34179,-,0.036,34179 (-) 36629,34179,36629,34179,FALSE,-,34179 (-) 36629
-1,0.9436,,0.9436,Cosine,34179,-,0,34179 (-) 41901,34179,41901,34179,FALSE,-,34179 (-) 41901
-1,1,,1,Cosine,1,-,0,8960 (-) 8960,8960,8960,1,FALSE,-,8960 (-) 8960
-1,1,,1,Cosine,1,-,0,42136 (-) 42136,42136,42136,1,FALSE,-,42136 (-) 42136
-1,1,,1,Cosine,1,-,0,46891 (-) 46891,46891,46891,1,FALSE,-,46891 (-) 46891
-1,0.8186,,0.8186,Cosine,34417,-,29.974,42490 (-) 34417,34417,42490,34417,FALSE,-,42490 (-) 34417
-1,0.8312,CH6N3:C3H8O,0.8312,Cosine,1512,-,-60.057,3471 (-) 1512,1512,3471,1512,FALSE,-,3471 (-) 1512
-1,0.7886,,0.7886,Cosine,633,-,-116.084,3471 (-) 633,633,3471,633,FALSE,-,3471 (-) 633
-1,0.8604,CH4N3:C3H6O,0.8604,Cosine,739,-,-58.042,3471 (-) 739,739,3471,739,FALSE,-,3471 (-) 739
-1,0.8354,CH6N3:C3H8O,0.8354,Cosine,732,-,-60.057,3471 (-) 732,732,3471,732,FALSE,-,3471 (-) 732
-1,0.9216,H2,0.9216,Cosine,3172,-,-2.016,3471 (-) 3172,3172,3471,3172,FALSE,-,3471 (-) 3172
-1,0.8477,,0.8477,Cosine,1470,-,-57.039,3471 (-) 1470,1470,3471,1470,FALSE,-,3471 (-) 1470
-1,0.8896,CH4N3:C3H6O,0.8896,Cosine,1862,-,-58.042,3471 (-) 1862,1862,3471,1862,FALSE,-,3471 (-) 1862
-1,0.9169,,0.9169,Cosine,11879,-,-93.079,11879 (-) 19248,11879,19248,11879,FALSE,-,11879 (-) 19248
-1,0.966,,0.966,Cosine,11879,-,-88.053,11879 (-) 14372,11879,14372,11879,FALSE,-,11879 (-) 14372
-1,0.9776,H2N3:C2H4O,0.9776,Cosine,11879,-,-44.027,11879 (-) 13015,11879,13015,11879,FALSE,-,11879 (-) 13015
-1,0.917,,0.917,Cosine,11879,-,-49.053,11879 (-) 18115,11879,18115,11879,FALSE,-,11879 (-) 18115
-1,0.904,,0.904,Cosine,11879,-,-208.132,11879 (-) 22157,11879,22157,11879,FALSE,-,11879 (-) 22157
-1,0.9174,,0.9174,Cosine,11879,-,-181.132,11879 (-) 21366,11879,21366,11879,FALSE,-,11879 (-) 21366
-1,0.9208,,0.9208,Cosine,11879,-,-137.105,11879 (-) 19988,11879,19988,11879,FALSE,-,11879 (-) 19988
-1,0.9231,,0.9231,Cosine,11879,-,-225.158,11879 (-) 21917,11879,21917,11879,FALSE,-,11879 (-) 21917
-1,0.9475,H2N3:C2H4O,0.9475,Cosine,10728,-,-44.026,11879 (-) 10728,10728,11879,10728,FALSE,-,11879 (-) 10728
-1,1,,1,Cosine,1,-,0,46010 (-) 46010,46010,46010,1,FALSE,-,46010 (-) 46010
-1,1,,1,Cosine,44753,-,-0.01,44753 (-) 44858,44753,44858,44753,FALSE,-,44753 (-) 44858
-1,1,,1,Cosine,1,-,0,35681 (-) 35681,35681,35681,1,FALSE,-,35681 (-) 35681
-1,0.9867,H2N3:C2H4O,0.9867,Cosine,7437,-,-44.026,9660 (-) 7437,7437,9660,7437,FALSE,-,9660 (-) 7437
-1,0.9818,,0.9818,Cosine,5132,-,-88.052,9660 (-) 5132,5132,9660,5132,FALSE,-,9660 (-) 5132
-1,0.9795,H2N3:C2H4O,0.9795,Cosine,9660,-,-44.026,9660 (-) 10872,9660,10872,9660,FALSE,-,9660 (-) 10872
-1,0.988,H2N3:C2H4O,0.988,Cosine,6620,-,-44.026,9660 (-) 6620,6620,9660,6620,FALSE,-,9660 (-) 6620
-1,0.9873,,0.9873,Cosine,9660,-,-88.053,9660 (-) 13845,9660,13845,9660,FALSE,-,9660 (-) 13845
-1,0.9808,,0.9808,Cosine,9660,-,-149.105,9660 (-) 10636,9660,10636,9660,FALSE,-,9660 (-) 10636
-1,0.9846,H2N3:C2H4O,0.9846,Cosine,9660,-,-44.026,9660 (-) 10028,9660,10028,9660,FALSE,-,9660 (-) 10028
-1,0.9795,H2N3:C2H4O,0.9795,Cosine,8258,-,44.026,9660 (-) 8258,8258,9660,8258,FALSE,-,9660 (-) 8258
-1,0.981,,0.981,Cosine,9660,-,-0.002,9660 (-) 17112,9660,17112,9660,FALSE,-,9660 (-) 17112
-1,0.8001,C6H4,0.8001,Cosine,5365,-,-76.031,5365 (-) 35880,5365,35880,5365,FALSE,-,5365 (-) 35880
-1,0.8683,NH3<->OH,0.8683,Cosine,1868,-,0.984,1868 (-) 2860,1868,2860,1868,FALSE,-,1868 (-) 2860
-1,0.8604,,0.8604,Cosine,1868,-,-155.005,1868 (-) 8712,1868,8712,1868,FALSE,-,1868 (-) 8712
-1,0.8718,H2,0.8718,Cosine,1868,-,2.015,1868 (-) 2149,1868,2149,1868,FALSE,-,1868 (-) 2149
-1,1,,1,Cosine,1,-,0,27229 (-) 27229,27229,27229,1,FALSE,-,27229 (-) 27229
-1,0.9793,,0.9793,Cosine,45008,-,0,45008 (-) 46671,45008,46671,45008,FALSE,-,45008 (-) 46671
-1,0.9211,,0.9211,Cosine,38778,-,0,45008 (-) 38778,38778,45008,38778,FALSE,-,45008 (-) 38778
-1,0.9642,,0.9642,Cosine,36970,-,0,45008 (-) 36970,36970,45008,36970,FALSE,-,45008 (-) 36970
-1,0.9735,,0.9735,Cosine,40115,-,0,45008 (-) 40115,40115,45008,40115,FALSE,-,45008 (-) 40115
-1,1,,1,Cosine,1,-,0,38459 (-) 38459,38459,38459,1,FALSE,-,38459 (-) 38459
-1,0.8796,methanol (-H2O):CH2,0.8796,Cosine,37388,-,-14.015,40521 (-) 37388,37388,40521,37388,FALSE,-,40521 (-) 37388
-1,0.8855,methanol (-H2O):CH2,0.8855,Cosine,38923,-,-14.015,40521 (-) 38923,38923,40521,38923,FALSE,-,40521 (-) 38923
-1,0.8805,methanol (-H2O):CH2,0.8805,Cosine,40289,-,-14.015,40521 (-) 40289,40289,40521,40289,FALSE,-,40521 (-) 40289
-1,0.8576,,0.8576,Cosine,7563,-,-63.972,15488 (-) 7563,7563,15488,7563,FALSE,-,15488 (-) 7563
-1,0.8669,,0.8669,Cosine,8193,-,-229.942,15488 (-) 8193,8193,15488,8193,FALSE,-,15488 (-) 8193
-1,0.8675,,0.8675,Cosine,6442,-,-63.972,15488 (-) 6442,6442,15488,6442,FALSE,-,15488 (-) 6442
-1,0.9303,phosphate:HPO3,0.9303,Cosine,12398,-,-79.967,15488 (-) 12398,12398,15488,12398,FALSE,-,15488 (-) 12398
-1,0.9396,,0.9396,Cosine,45376,-,0,49643 (-) 45376,45376,49643,45376,FALSE,-,49643 (-) 45376
-1,0.921,,0.921,Cosine,15953,-,-0.057,17908 (-) 15953,15953,17908,15953,FALSE,-,17908 (-) 15953
-1,1,,1,Cosine,1,-,0,55556 (-) 55556,55556,55556,1,FALSE,-,55556 (-) 55556
-1,0.903,,0.903,Cosine,2922,-,-132.079,2922 (-) 5912,2922,5912,2922,FALSE,-,2922 (-) 5912
-1,0.8893,,0.8893,Cosine,2922,-,-88.052,2922 (-) 4899,2922,4899,2922,FALSE,-,2922 (-) 4899
-1,0.9215,H2N3:C2H4O,0.9215,Cosine,2922,-,-44.026,2922 (-) 3824,2922,3824,2922,FALSE,-,2922 (-) 3824
-1,1,,1,Cosine,1,-,0,1585 (-) 1585,1585,1585,1,FALSE,-,1585 (-) 1585
-1,0.8827,,0.8827,Cosine,33855,-,-0.019,38176 (-) 33855,33855,38176,33855,FALSE,-,38176 (-) 33855
-1,0.8857,methanol (-H2O):CH2,0.8857,Cosine,24608,-,-14.016,38176 (-) 24608,24608,38176,24608,FALSE,-,38176 (-) 24608
-1,0.8846,,0.8846,Cosine,38176,-,0.019,38176 (-) 38178,38176,38178,38176,FALSE,-,38176 (-) 38178
-1,0.838,,0.838,Cosine,9851,-,0,9851 (-) 11642,9851,11642,9851,FALSE,-,9851 (-) 11642
-1,0.8111,C,0.8111,Cosine,36689,-,12,37582 (-) 36689,36689,37582,36689,FALSE,-,37582 (-) 36689
-1,0.8697,H2,0.8697,Cosine,33388,-,-2.016,42571 (-) 33388,33388,42571,33388,FALSE,-,42571 (-) 33388
-1,0.9016,,0.9016,Cosine,22995,-,44.955,23170 (-) 22995,22995,23170,22995,FALSE,-,23170 (-) 22995
-1,0.8742,,0.8742,Cosine,20772,-,-87.124,23170 (-) 20772,20772,23170,20772,FALSE,-,23170 (-) 20772
-1,0.8856,,0.8856,Cosine,14850,-,-264.158,23170 (-) 14850,14850,23170,14850,FALSE,-,23170 (-) 14850
-1,0.8968,,0.8968,Cosine,21546,-,-43.098,23170 (-) 21546,21546,23170,21546,FALSE,-,23170 (-) 21546
-1,0.8667,SO3:sulfate (-H2O):phosphate:HPO3,0.8667,Cosine,22538,-,79.957,23170 (-) 22538,22538,23170,22538,FALSE,-,23170 (-) 22538
-1,0.9144,,0.9144,Cosine,22248,-,0.928,23170 (-) 22248,22248,23170,22248,FALSE,-,23170 (-) 22248
-1,0.9249,H2N3:C2H4O,0.9249,Cosine,21674,-,-44.026,23170 (-) 21674,21674,23170,21674,FALSE,-,23170 (-) 21674
-1,0.8632,H2N3:C2H4O:CH4N2,0.8632,Cosine,23170,-,-44.026,23170 (-) 23190,23170,23190,23170,FALSE,-,23170 (-) 23190
-1,0.8894,H2N3:C2H4O:CH4N2,0.8894,Cosine,19353,-,44.026,23170 (-) 19353,19353,23170,19353,FALSE,-,23170 (-) 19353
-1,0.8806,,0.8806,Cosine,14077,-,-308.184,23170 (-) 14077,14077,23170,14077,FALSE,-,23170 (-) 14077
-1,0.9404,,0.9404,Cosine,41736,-,-132.079,41736 (-) 42147,41736,42147,41736,FALSE,-,41736 (-) 42147
-1,0.9559,H2N3:C2H4O,0.9559,Cosine,41623,-,-44.026,41736 (-) 41623,41623,41736,41623,FALSE,-,41736 (-) 41623
-1,0.9469,,0.9469,Cosine,41736,-,-88.053,41736 (-) 42086,41736,42086,41736,FALSE,-,41736 (-) 42086
-1,0.9388,C2H3N2O,0.9388,Cosine,41736,-,-71.026,41736 (-) 42102,41736,42102,41736,FALSE,-,41736 (-) 42102
-1,0.9587,H2N3:C2H4O,0.9587,Cosine,41666,-,44.027,41736 (-) 41666,41666,41736,41666,FALSE,-,41736 (-) 41666
-1,1,,1,Cosine,1,-,0,15778 (-) 15778,15778,15778,1,FALSE,-,15778 (-) 15778
-1,0.8997,,0.8997,Cosine,12284,-,0,21483 (-) 12284,12284,21483,12284,FALSE,-,21483 (-) 12284
-1,0.7194,,0.7194,Cosine,41278,-,-0.002,42084 (-) 41278,41278,42084,41278,FALSE,-,42084 (-) 41278
-1,0.918,,0.918,Cosine,5138,-,-0.001,5138 (-) 17196,5138,17196,5138,FALSE,-,5138 (-) 17196
-1,0.9248,adduct_rel_H_NH4 or NH3,0.9248,Cosine,5074,-,17.028,5138 (-) 5074,5074,5138,5074,FALSE,-,5138 (-) 5074
-1,0.8569,adduct_rel_H_NH4 or NH3,0.8569,Cosine,5138,-,-17.028,5138 (-) 17128,5138,17128,5138,FALSE,-,5138 (-) 17128
-1,0.8486,C2H7NO,0.8486,Cosine,5138,-,-61.054,5138 (-) 15904,5138,15904,5138,FALSE,-,5138 (-) 15904
-1,0.8837,C2H4,0.8837,Cosine,40124,-,28.031,46617 (-) 40124,40124,46617,40124,FALSE,-,46617 (-) 40124
-1,0.9058,H4,0.9058,Cosine,46617,-,-4.031,46617 (-) 48113,46617,48113,46617,FALSE,-,46617 (-) 48113
-1,0.9563,,0.9563,Cosine,3981,-,-0.05,4197 (-) 3981,3981,4197,3981,FALSE,-,4197 (-) 3981
-1,0.9234,,0.9234,Cosine,4197,-,-15,4197 (-) 15416,4197,15416,4197,FALSE,-,4197 (-) 15416
